text,intent
goodbye now,bye
i would like to inquire: plz giveme the email,contacts
yo lecture times for social sciences,schedule
"i'm totally lost, can you explain how course registration works for freshmen coming in this year",registration
my friend asked me about what i need to do if i urgently want to change my current hostel room and i don't know the answer,hostel
so my question is regarding how the evening shift class timings differ from the regular daytime rutine,schedule
yo can you list the available majors,courses
how exactly do i handle what the strict eligibility criteria are for the need based scholarship program,scholarship
kindly give me the course outline for social sciences,courses
do you happen to know how to find the faculty of business administration dean's office,location
is artsa major here,courses
i'm a bit stuck trying to understand what documents are absolutely required when applying for the campus bursary grant,scholarship
what are is the next event,holidays
could you shed some light on what the exact formula is to correctly calculate my cumulative gpa,results
"hey there, i am trying to find out greetings from a confused first year student",greeting
"so my question is regarding i appreciate the help, see you around campus",bye
what electives can i take next week,courses
"greetings, location of the campus",location
i appreciate your help bot,thanks
i am trying to figure out what the specific date is for the upcmoing graduation ceremony event today,holidays
would you mind telling me if the final exams are going tob e open book or strictly closed book this time because i am confused,exam
leave now,bye
i was wondering if you could help me figure out when the post exam break officially starts so i can book my bus ticket home,holidays
inform me about aplpication,admission
"im a freshman and i really need to know that's all i needed to know, goodbye for now",bye
"greetings, infoorm me the extension fee",fees
i am trying to figure out the exact deadline for submitting the application forms for the dean's list awardd today,scholarship
i want to know the quiz dates,exam
i am looking for information on how i am supposed to get to the engineering building from the main library,location
inform me how to get grant,scholarship
how exactly do i handle where i can find a legitimate sponsor to help cover my cost sharing expenses,scholarship
that is all i needed to know goodbye,bye
yo is tomorrow a ceremony,holidays
is it true that which specific bank account number i should use to transfer my dorm and cafeteria fees,fees
i need details on whether the supplementary exams happen before or after the semester break as soon as possible,exam
please inform me my admission status,admission
process for to placement i nstudent residence,hostel
what time is the test,exam
kindly steps to to do add drop,registration
im confused about if it is possible to pay the heavy school fees in smaller monthly installments,fees
many thanks man,thanks
can i see the programs catalog,courses
"hey there, i am trying to find out the physical p.o. box or zip code i should use if i want to mail a document to the admin",contacts
hey where is block 5 situated,location
"my prof told me to check hey bot, hope you're having a good day",greeting
"im confused about you are a lifesaver, thanks bot",thanks
i want to know the contact info,contacts
call te admin,contacts
i'm a bit stuck trying to understand which building houses the finance office so i can pay my tuition,location
direcitons to the digital library,location
wat are are the sponsor requirements,scholarship
clariffy about stipend,scholarship
evening,greeting
thanks bye,bye
i have no idea if female students have access to any exclusive financial support programs,scholarship
steps to to do enrollment,registration
is anyone there,greeting
yo i need bachelors programs are available,courses
could you please tell me schedule for does transfer start,admission
leaving the dormitory,hostel
just a quick question: how the proctor decides which bed space belongs to which student in a shared room,hostel
i have no idea how much the actual cost sharing fee is for regular undergraduate students,fees
kindly how can i to process of application,admission
quick question: wheere to find a sponsor,scholarship
i am looking for the finance office,location
yo guide me to to do clearance,registration
what is the deal with if there is a non-refundable appliation fee required before submitting my forms,admission
i'm a bit stuck trying to understand when the continuous assessment period is supposed to strt according to the routine,schedule
my friend asked me about if there is a way to do late reg without paying a massive fee and i don't know the answer,registration
"what is the deal with thank you so much, you saved me a trip to the admin office",thanks
ciao today,bye
my friend asked me about what a letter of acceptance looks like and when i should expect to receive it and i don't know the answer,admission
"im confused about you are a lifesaver, thank sbot",thanks
kindly support email,contacts
where to find the customer service,contacts
"greetings, list is the comprehensive exam results",exam
give me info on how to getf inancial aid,scholarship
ook ty dude,thanks
my prof told me to check where i can download the complete course catalog for the upcoming academic year,courses
hello {bot} today,greeting
bye bye,bye
i am trying to figure out what a failing f grade does to my overall academic standing and honor roll chances today,results
i am trying to figure out if the examination priod is going to clash with the campus cultural week today,exam
pls inform me where to register,registration
quick question: give me is the test schedule,exam
"how exactly do i handle got it, i will reach out later if i need more info. bye",bye
list is the dormitory fee,hostel
is it true that if the weekend extension program follows the exact same semester calendar,schedule
can you explain how a student with a high gpa can actually apply for merit based financial aid for me please,scholarship
hey summer vacation dates,holidays
im a freshman and i really need to know if the continuous assessment scores are added to the final exam result automatically,results
i'm a bit stuck trying to understnd if the final exams are going to be open book or strictly closed book this time,exam
i am trying to figure out how to use the student portal to sign up for my electives today,registration
directions to the digital library,location
i have no idea what the cut off mark or passing point is for the national entrance exam this year,admission
how to to clearanec for room,hostel
yo tell me the break calendar,holidays
yo hello i need some assistance friend,greeting
can someone tell me what a letter of acceptance looks like and when i should expect to receive it,admission
university closure for easter holiday,holidays
requirements for application,admission
misisng grade complaint,results
pls clarify location of the book store is,location
so my question is regarding how many credit hours i need to take to graduate from the pharmacy program,courses
imc onfused about what the specific date is for the upcoming graduation ceremony event,holidays
perfect man,thanks
im a freshman and i really need to know where the registrar office is actually located on the main campus,location
greetings today,greeting
ok see ya pls,bye
hey transfe student status of,admission
my friend askd me about how the evening shift class timings differ from the regular daytime routine and i don't know the answer,schedule
im confused about what time the afternoon tutorial for applied mathematics usually ends,schedule
i would like to inquire: kindly i want to know my admission status,admission
what's up,greeting
is there class otmorrow,holidays
if self sponsored students have a different enrollment process,registration
kindly how to join the university,admission
give me info on how to get grant,scholarship
i need details on if i can easily change my assigned department after i get conditionally admitted as soon as possible,admission
dorm assignent,hostel
where i log in to check my official admission status or moe placement result,admission
yo location of is the dorm,hostel
hey am i registereed,registration
could you please tell me register online portal,registration
could you shed some light on if there is a comprehensive staff directory where i can find my professor's contact info,contacts
tnx friend,thanks
would you mind telling me how course registration works for freshmen coming in this year because i am confused,registration
bye assistant,bye
im confused about if there is a comprehensive staff directory where i can find my prof's contact info,contacts
requirements for registration,admission
plz clarify where to register,registration
could you please clarify if there is a 24/7 help desk number i can call for urgent it support issuse,contacts
quick question: pls give me the website,contacts
thanks mate friend,thanks
can i see is the help desk for admin,contacts
kindly explain to me the academic calendar for for freshmen,schedule
missing mark complaint,results
hey peace out man,bye
thank you for thee information today,thanks
"can you explain wow that was really helpful, thanks a million for me please",thanks
do you offer financial aid,scholarship
"hey bot, i need some quick advice about hey guys, hoping someone can answer my questions today",greeting
can i see is the test schedule,exam
im confused about what the schedule looks like for the annual university sports week and cultural day,holidays
"greetings, where to locate is the student residence",hostel
i need details on if there is a way to do late reg without paying a massive fee as soon as possible,registration
can i see is the next event,holidays
would you mind telling me the physical p.o. box or zip code i should use if i want to mail a document to the admin because i am confused,contacts
process for to contact department head,contacts
does anyone know what time the computer architecture test starts tomorrow morning,exam
tell me my result,results
"i'm totally lost, can you explain thanks for the chat, i have to run to my next class",bye
i am looking for info on whether we get consistent wifi and electricity inside the campus accommodation blocks,hostel
where to locate is the exam held,exam
would you mind telling me if the university provides married student housing or couples dormitories because i am confused,hostel
kindly missing score complaint,results
procss for to rent for bed space,hostel
i need details on if the weekend extension program follows the exact same semester calendar assoon as possible,schedule
"could you shed some light on hi there, are you available to chat for a minute",greeting
quick question: directions to the stadium,location
could you please clarify where i can find a legitimate sponsor to help cover my cost sharing expenses,scholarship
if we actually have any classes scheduled during the upcoming holiday week,schedule
i want to know about admission,admission
is it true that what the specific date is for the upcoming graduation ceremony event,holidays
im confused about what i should do because i compltely missed the late reg deadline,registration
i'm a bit stuck trying to understand what i need to do if i urgently want to change my current hostel room,hostel
"i need some urgent help with i totally undersand now, appreciate the detailed response",thanks
if the continuous assessment scores are added to the final exam result automatically,results
how can i to deadline for grant,scholarship
if online enrollment is still open for us this semester,registration
can someone tell me what time the afternoon tutorial for applied mathematics usually ends,schedule
could you please clarify greetings from a confused first year student,greeting
hey late cost sharing penalty,fees
show me disciplines are available in the social sciences college,courses
my prof told me to check where the registrar office is actually located on the main campus,location
can you explain what happens if i forget to register before the system closes for me please,registration
could you shedd some light on what the strict eligibility criteria are for the need based scholarship program,scholarship
does anyone know when the absolute final deadline is for paying this semester's tuition without a penalty,fees
"hey there, i am trying to find out awesome, thanks for the clarification on that",thanks
i am trying to figure out if the final exams are going to be open book or strictly closed book this time today,exam
where to find the p.o.box,contacts
"i'm totally lost, can you explain okay i am done asking questions, shutting down the chat",bye
"i need some ugent help with i appreciate the help, see you around campus",bye
awesmoe assistant,thanks
so my question is regarding what the exact formula is to correctly calculate my cumulative gpa,results
yo show me are the coore electives,courses
how a student with a high gpa can actually apply for merit based financial aid,scholarship
could you shed some light on how to use the tudent portal to sign up for my electives,registration
i'm a bit stuck trying to understand how a student with a high gpa can actually apply for merit based financial aid,scholarship
do you offer pharmacy programs,courses
yo is the comprehensive exam hard,exam
process for to clearance for student residence,hostel
kindly plz give me the telegram channel,contacts
i'm a bit stuck trying to understand if there is any chance to take a make up exam if i get sick during finals week,exam
i need the curriculum for pharmacy,courses
afternoon today,greeting
my prof told me to check what the syllabus looks like for the introduction to economics class,courses
please guide me on where the digital librery is situated compared to the regular book store,location
"hey bot, i need some quick advice about alright that makes sense, i'm gonna log off now",bye
my prof told me to check where i need to take my bank slip to get financial clearance fro mthe admin,fees
"i am lookin gfor information on awesome, thanks for the clarification on that",thanks
can you explain how to find the faculty of business administration dean's office for me please,location
please guide me on how course reg works for freshmen coming in this year,registration
i really need to understand how the evening shift class timings differ from the regular daytime routine,schedule
list is my transcript,results
bank account for tuition,fees
i am looking for info on the physical p.o. box or zip code i should use if i want to mail a document to the admin,contacts
i'm a bit stuck trying to understand whether the supplementary exams happen before or after the semester break,exam
yo list is thenext ceremony,holidays
i'm a bit stuck trying to understand if someone can give me diirections to the university stadium or sports complex,location
ok htanks mate,thanks
can you explain how i am supposed to get to the engineering building from the main library for me please,location
"im a freshman and i really need to know hello campus assistant, i need your guidance",greeting
kindly i want to know where is the cafeteria is,location
my prof told me to check if i can easily change my assigned department after i get conditionally admitted,admission
fully funded financial aid,scholarship
i have no idea if the examination period is going to clash with the campus cultural week,exam
quick question: late add drop,registration
what is the routine for this semester,schedule
how exactly do i handle who i should contact if i have a serious complaint about a specific faculty member,contacts
i would like to inquire: iinform me the holiday calendar,holidays
hey give me info on how to get a dorm,hostel
"greetings, email address for it support",contacts
could you shed some light on is there a human or a bot here to help me,greeting
please guide me on if there are any makeup classes planned for the lectures we missed last monday,schedule
please guide me on when the continuous assessment period is supposed to start according to the schedule,schedule
requirements for enrollment,admission
could you please clarify if i can easily change my assigned dept after i get conditionally admitted,admission
hey campus maap plz,location
could you shed some light on if there are any makeup classes planned for the lectures we missed last monday,schedule
could you please clarify if the university admission office accepts late applications under special circumstances,admission
i need the curriculum for computer science,courses
can someone tell me if the faculty of arts offers any short term certificate courses,courses
kindly campus amp,location
"i really need to understand i have no more questions right now, so peace out",bye
does anyone know if no-nboarding students are ever allowed to stay in the dorms overnight,hostel
do you happen to know how the formal admission process works for students transferring from another university,admission
wehn do we close for closure,holidays
bank account for registration fee,fees
i need details on if female students have access to any exclusive financial support programs as soon as possible,scholarship
i would like to inquire: pls print my academic record,results
university closure for summer vacation,holidays
please guide me on what time the afternoon tutorial for applied mathematics usually ends,schedule
my prof told me to check what the schedule looks like for the annal university sports week and cultural day,holidays
i have no idea how i can generate a digital payment receipt after paying via cbe birr or telebirr,fees
sup can i pay school fee in installments,fees
do you happen to know how a student with a high gpa can actually apply for merit based financial aid,scholarship
"can someone tell me thank you so much, you ssaved me a trip to the admin office",thanks
what time is is the scholarship deadline,scholarship
please give me info on where can i find the finance office is,location
the exact deadline for submitting the application forms for the dean's list award,scholarship
can i pay tuition in installments,fees
i need details on how many credit hours i need to take to gradate from the pharmacy program as soon as possible,courses
how exactly do i handle if someone can give me directions to the university stadium or sports complex,location
where to locate is the hostel,hostel
ccampus housing application,hostel
im a freshman and i really need to know the exact deadline to accept or reject my placement before they give my spot away,admission
yo leaving the dorm,hostel
i am trying to figure out how much the actual cost sharing fee is for regular undergraduate students today,fees
guide me to to find allowance,scholarship
"hey bot, i need some quick advice about how i can find the official email address for the head of the computer science dept",contacts
"what is the deal with wow that was really helpful, thanks a million",thanks
"i really need to understand you are a lifesaver, thanks bot",thanks
i would like to inquire: call the department head,contacts
sup financial support for students,scholarship
"hey there, i am trying to find out where i can find the timetable for my upcoming continuous assessments and quizzes",exam
my friend asked me about how much the actuall cost sharing fee is for regular undergraduate students and i don't know the answer,fees
i was wondering if you could help me figure out how the dormitory assignment process actually works for incoming freshmen,hostel
flly funded allowance,scholarship
does anyone know how to apply for a student loan to ccover the heavy tuition costs,scholarship
my friend asked me about if self sponsored students have a different enrollment process and i don't know the answer,registration
could you shed some light on what the strict eligibility criteria are for the need based scholarship program,scholarship
could you shed some light on where the digital librery is situated compared to the regular book store,location
please guide me on what the exact formula is to correctly calculate my cumulative gpa,results
just a quick question: if the examination period is going to clash with the campus cultural week,exam
see you soon dude,bye
i am trying to figure out where i need to take my bank sli to get financial clearance from the admin today,fees
can you explain if tomorrow is considered a public rest day meaning we don't have to attend lectures for me please,holidays
what classes are offered in arts,courses
could you shed some light on when the post exam break officially starts so i can book my bus ticket home,holidays
im confused about how to apply for a student loan to cover the heavy tuition costs,scholarship
im a freshman and i really need to know how i can fix my schedule if the reg portal is showing an error,registration
campus map pz,location
hey bye bye man,bye
pay the cafeteria fee,fees
i'm a bit stuck trying to understand if there is a way to do late registration without paying a massive fee,registration
coul you please tell me what classes are offered in arts,courses
shedule for is the registration schedule,registration
"hey there, i am trying to find out which building houses the finance office so i can pay my tuition",location
how exactly do i handle the exact steps to add or drop a module before the penalty kicks in,registration
i am trying to figure out where the heck the freshman orientation is being held today today,location
quick question: transfer student portal for,admission
can you explain how i can fix my routine if the reg portal is showing an error for me please,registration
kindly i need to know location of the main gate is,location
could you please tell me let me know the tuition,fees
"what is the deal with hey bot, hope you're having a good day",greeting
what the specific date is for the upcoming graduation ceremony event,holidays
if someone can give me directions to the university stadium or sports complex,location
"would you mind telling me hey, i could really use some help navigating the university stuff because i am confused",greeting
my prof told me to check when the actual test dates for the midterms will be officially announced,exam
"hey bot, i need some quick advice about that is exactly what i was looking for, much obliged",thanks
when is is my next lecture,schedule
im a freshman and i really need to know what the syllabus looks like for the introduction to economics class,courses
i would like to inquire: when is will result be out,results
"greetings, m i registered",registration
"hey bot, i need some quick advice about what the refund policy is if i decide to drop out halfway through the semester",fees
can someone tell me is there a human or a bot here to help me,greeting
"i'm totally lost, can you explain how any credit hours i need to take to graduate from the pharmacy program",courses
could you please clarify what the specific date is for the upcoming graduation ceremony event,holidays
could you shed some light on what a failing f grade does to my overall academic standing and honor roll chances,results
very helpful dude,thanks
"i am trying to figure out i am so glad i asked, thanks for the guidance today",thanks
i am trying to figure out if the continuous assessment scores are added to the final exam result automatically today,results
pls tell me where to register,registration
great help assistatn,thanks
give me the date of is the fee waiver deadline,scholarship
tell me how to get a room,hostel
good morning to whoever is managing this chat,greeting
"i am trying to figure out okay i am done asking questions, shutting down the chat today",bye
show me is the registration deadline,registration
"hey there, i am trying to find out just popping in to say hi and ask a quick thing",greeting
i it true that whether the supplementary exams happen before or after the semester break,exam
hey plz list all rest days,holidays
timing for is the public closure,holidays
my prof told me to check if the university provides mmarried student housing or couples dormitories,hostel
im confused about if the university provides any sort of monthly stipend or living allowance,scholarship
i need some urgent help with what original documents i need to physically bring during the new student enrollment,admission
give me is the enrollmetn criteria for,admission
could you please tell me weekly schedule for freshmen,schedule
quick question: pls show the assessment imings,exam
is it true that where i can view my complete semester timetable online without going to the office,schedule
schedule for is the fee waiver deadline,scholarship
can someone tell me if there is a non-refundable application fee required before submitting my forms,admission
"is it true that i appreciate the help, see you around campus",bye
how to navigate to stadium,location
i really need to understand what the exact formula is to correctly calculate my cumulative gpa,results
waiver for the tuition,fees
how much is the cafeteria fee,fees
yo how to navigate to main gate,location
inform me about entrance exam,admission
can someone tell me when the continuous assessment period is supposed to start according to the routine,schedule
would you mind telling me where i can find the academic calendar that outlines all the semester rest days because i am confused,holidays
i would like to inquire: transfer student requirements fro,admission
can you explain when my software engineering lecture is supposed to happen tomorrow for me please,schedule
directions to the cafeteria,location
i need the comprehensive exam timings,exam
so my question is regarding when the continuous assessment period is supposed to start according to the scheduel,schedule
how can i to placement in hostel,hostel
im confused about what the strict eligibility criteria are for the need based schloarship program,scholarship
is it true that the process for filing a formal grade appeal if i think my prof made a mistake,results
my friend asked me about what the cuto ff mark or passing point is for the national entrance exam this year and i don't know the answer,admission
my friend asked me about where i go to get clearance before they will hand over my final transcript and i don't know the answer,results
directions to the toilet,location
"hey there, i am trying to find out thanks for your time, i am leaving the session",bye
"just a quick question: have a great rest of your day, i am logging out",bye
what classes are offered in nursing,courses
can someone tell me what happens to my reg status if i have an overdue penalty payment,fees
my friend asked me about the process for filing a formal grade appeal if i think my prof made a mistake and i don't know the answer,results
hi friend,greeting
i was wondering if you could help me figure out if the final exams are going to be open book or strictly closed book this time,exam
very helpful,thanks
just a quick question: what happens if i forget to register before the system closes,registration
i am trying to figure out the physical p.o. box or zip code i should use if i want to mail a document to the admin today,contacts
navigate to the toilet,location
i have no idea how i am supposed to get to the engineering building from the main library,location
"i really need to understand hey guys, hoping someone can answer my questions today",greeting
"my friend asked me about where the university posts its official announcements, like a telegram channel or facebook page annd i don't know the answer",contacts
give me the date of is the financial aid deadline,scholarship
show me are the financial aid requirements,scholarship
sup explainto me my gpa,results
yo can i see masters classes are available,courses
could you please tell me where to pay semester fee,fees
"i'm totally lost, can you explain if there is a way to do late reg without paying a massive fee",registration
"please guide me on thank you so much, you saved me a trip to the admin office",thanks
wsg pls,greeting
where to see my honor roll,results
"im confused about have a great rest of your day, i am logging out",bye
where to pay odrm fee,fees
call the adin,contacts
i'm a bit stuck trying to understand where the heck the freshman orientation is being held today,location
done with my queries bye,bye
hullo,greeting
i have no idea the exact deadline to accept or reject my placement before they give my psot away,admission
is it true that how i can fix my routine if the reg portal is showing an error,registration
"im a freshman and i really need to know got it, i will reach out later if i need more info. bye",bye
yo friend,greeting
kindly i need the calendar for bachelors program,schedule
"i'm a bit stucck trying to understand okay perfect, thank you for taking the time to explain",thanks
quick question: what are time does the class end,schedule
can someone tell me the exact locatio nof the campus cafeteria that serves vegan food,location
nce one pls,thanks
location of is my academic calendar,schedule
my prof told me to check the emergency contact number for the campus police or the student health clinic,contacts
clarify about sign up,registration
clarify my academic record,results
im confused about how i can get a copy oof my official transcript for an external internship application,results
is there a accommodation,hostel
i would like to inquire: where can i find is the exam held,exam
"greetings, missing gpa complaint",results
i am looking for information on the exact location of the campus cafeteria that serves vegan food,location
"i really need to understand hey bot, hope yo're having a good day",greeting
i am trying to figure out good morning to whoever is managing this chat today,greeting
directions to the finance office,location
yo show me about accommodation,hostel
what is the deal with what i should do because i completely missed the late reg deadline,registration
im a freshman and i really need to know if it is possible to pay the heavy school fees in smaller monthly installments,fees
i need help {please} now,greeting
well catch you later assistant,bye
kindly please list all day offs,holidays
complain about my gpa,results
i need my official transcript,results
i need some uurgent help with greetings from a confused first year student,greeting
im confused about how i can find the official email address for the head of the comp sci department,contacts
hey is there a student residence,hostel
i'm a bit stuck trying to understand what the refund policy is if i decide to drop out halfway through the semester,fees
"please guide me on that's all i needed to know, goodbye for now",bye
could you shed some light on what the passing mark is for the national exit exam in engineerign,exam
list are the financial aid requirements,scholarship
quick question: what are is the entrance exam process of,admission
yo i need the assessment class times,exam
awesome dude,thanks
my prof told me to check when the post exam break officially starts so i can book my bus ticket home,holidays
could you please tell me navigate to is the exit exam held,exam
im confused about how many credit hours i need to take to graudate from the pharmacy program,courses
yo see you mate,bye
"i am looking for info on i have no more questions right now, so peace out",bye
could you please tell me give me the course outline for pharmacy,courses
hey list subjects do yuo have,courses
hey freshman clearance,registration
kindly what is is te next event,holidays
my friend asked me about when my software engineering lecture is supposed to happen tomorrow and i don't know the answer,schedule
i am trying to figure out the difference between the software engineering and regular cs majors today,courses
hepl desk number,contacts
give me the physical address of the engineering department,location
see ya now,bye
give me are the student loan requirements,scholarship
my friend asked me about how the dormitory assignment process actually owrks for incoming freshmen and i don't know the answer,hostel
quick question: email address for admin,contacts
shutting down the chat bye,bye
explain to me about tthe accounting degree,courses
is it tre that what the cut off mark or passing point is for the national entrance exam this year,admission
perfect dude,thanks
could you please tell me steps to to status of transfer,admission
i'm a bit sstuck trying to understand if master's degree students have a completely different fee structure than undergrads,fees
how exactly do i handle if there is a comprehensive staff directory where i can find my prof's contact info,contacts
does anyone know if tomorrow is considered a public rest day meaning we don't have to attend lectures,holidays
i would like to inquire: how to join the university,admission
could you show me where to register,registration
sup explain to me about fund,scholarship
my prof told me to check how i can find the official email address for the head of the cs dept,contacts
any one here,greeting
yo no more questions for now bye,bye
just a quick question: the exact deadline to accept or reject my placement before they give my spot away,admission
i am looking for information on if the continuous assessment scores are added to the final exam result automatically,results
if there is a specific fee waiver available for students with recognized disabilities,scholarship
"okay i am done asking questions, shutting down the chat",bye
im confused about when the actual test dates for the midterms will be officially announcced,exam
i appreciate your help,thanks
is it true that how i can apply for postgraduate admission if i already have my bachelor's degree,admission
where to pay extension fee,fees
let me know the assessment dates,exam
my prof told me to check if the faculty of arts offers any short term certificate courses,courses
just a quick question: what time the afternoon tutorial for applied mathematics usually ends,schedule
kindly passing mark for exit exam,exam
leave bot,bye
i need the shift for extension program,schedule
just a quick question: which depts actually offer postgraduate studies or masters degrees,courses
i need the shift for regular program,schedule
greetings chatbot now,greeting
checck my honor roll,results
sup what time is the assessment,exam
can you help me find the dormitory,location
quick question: i need the schedule for degree program,schedule
i would like to inquire: how to get my honor roll,results
i was wondering if you could help me figure out if the university provides any sort of monthly stipend or living allowance,scholarship
where to ocate the library,location
can i see the academic academic calendar,schedule
guideme to to status of transfer,admission
show me is my academic record,results
late cost sharing penalty,fees
i have to go now bye today,bye
my friend asked me about if we get any days off classes to celebrate national public holidays like eid or christmas and i don't know the answer,holidays
what is the deal with if the cs dept has any artificial intelligence electives this term,courses
good job today,thanks
kindly can i pay cafeteria fee in installments,fees
could you print my gpa,results
helpful bot,thanks
i have no idea if the cs dept has any artificial intelligence electives this term,courses
my prof told me to check if tomorrow is considered a public rest day meaning we don't have to attend lectures,holidays
would you mind telling me when the academic records office will finally release the graduation results because i am confused,results
my friend asked me about if the university provides any sort of monthly stipend or living allowance and i don't know the answer,scholarship
"i really need to understand i appreciate the help, see you around campus",bye
the exact cost per credit hour for students enrolled in the evening extension program,fees
what is time does the class end,schedule
i have no idea how to find the faculty of business administration dean's office,location
do you happen to know how the dormitory assignment process actually works for incoming freshmen,hostel
hello i need some assistance today,greeting
pls give me the email,contacts
i am trying to figure out when the post exam break officially starts so i can book my bus ticket home today,holidays
greetings,greeting
what is the deal with where i should go to rreport a broken window or plumbing issue in my dorm room,hostel
quick question: can you list the available majors,courses
kindly where to pay registration fee,fees
give me the help desk,contacts
explain to me the programs for physics,courses
show me about rgistration,admission
late cafeteria fee penalty,fees
i need details on the exact deadlinefor submitting the application forms for the dean's list award as soon as possible,scholarship
well ty today,thanks
late dorm fee penalty,fees
i am trying to figure out what i should do because i completely missed the late reg deadline today,registration
i am trying to figure out where i can print out a physical copy of my daily class routine today,schedule
im a freshman and i really need to know what time the afternoon tutorial for applied mathematics usually ends,schedule
"i'm a bit stuck trying to understand hey bot, hope you're having a good day",greeting
"hey bot, i need some quick advice about hello campus assistant, i need your guidance",greeting
"i'm a bit stuck trying to understand thanks for your time, i am leaving the session",bye
i was wondering if you could help me figure out how the formal admission process works for students transferring from another university,admission
"i have no idea wow that was really helpful, thanks a million",thanks
my friend asked me about if there is a comprehensive staff directory where i can find my professor's contact info and i don't know the answer,contacts
could you shed some light on where i can find the academic calendar that outlines all the semester rest days,holidays
thanks for your time man,thanks
what time is the assessment,exam
which specific bank account number i should use to transfer my dorm and cafeteria fees,fees
university closure for semester ceremony,holidays
im confused about is there a human or a bot here to help me,greeting
"i'm totally lost, can you explain how i am supposed to get to the engineering building from the main librery",location
kindly which building is the digital library in,location
"i'm totally lost, can you explain when the asolute final deadline is for paying this semester's tuition without a penalty",fees
"my prof told me to check hello, i am a new student and i need some assistance",greeting
i need details on where i can securely check my semester grades online through the student portal as soon as possible,results
give me is the add drop deadline,registration
so my question is regarding when the absolutef inal deadline is for paying this semester's tuition without a penalty,fees
awesome now,thanks
i am trying to figure out if the university provides married student housing or couples dormitories today,hostel
where i can find the timetable for my upcoming continuous assessments and quizzes,exam
what is is my timings,schedule
tell m the test dates,exam
hullo assistant,greeting
sup enrollment process,registration
show me disciplinnes are available in the pharmacy college,courses
"so my question is regarding hey bot, hope you're having a good day",greeting
i need details on if the university website has a live chat feature for immediate customer service as soon as possible,contacts
i need details on whether there are any special campus events planned for the alumni homecoming weekend as soon as possible,holidays
i need is m ymark,results
inform me about registration,registration
quick question: entrance exam for enrollment,admission
i am trying to figure out the exact deadline to accept or reject my placement before they give my spot away today,admission
i am trying to figure out when the absolute final deadline is for paying this semester's tuition without a penalty today,fees
"greetings, schedule for is the add drop requirements",registration
"i'mtotally lost, can you explain what subjects are considered mandatory core modules for my freshman year",courses
im a freshman and i really need to know if tomorrow is considered a public rest day meaning we don't have to attend lectures,holidays
i need the curriculum for law,courses
quick question: could you give me info on where to locate the stadium is,location
where to pay dorm fee,fees
i really need to understand how i am supposed to get to the engineering building from the main librery,location
hey is the test hard,exam
is it true that how much the annual fee is for staying in the official student residence,hostel
"i'm totally lost, can you explain what the syllabus looks like for the introduction to economics class",courses
sup can i see is the dorm fee,fees
what is the way to to contact registrar,contacts
dor assignment,hostel
i am trying to figure out the rules regarding bringing heavy electrical appliances into the campus housing today,hostel
my prof told me to check which specific bank account number i should use to transfer my dorm and cafeteria fees,fees
"i need some urgent help with hey guys, hoping someone can answer my questions today",greeting
email address for president,contacts
that is all i needed to know goodbye now,bye
inform me the phone number,contacts
im confused about what original documents i need to physically bring during the new student enrollment,admission
quick question: what are is the next weekend,holidays
nice one,thanks
plz give me the phone number,contacts
i was wondering if you could help me figure out how i can fix my schedule if the reg portal is showing an error,registration
do you happen to know what happens if i forget to register before the system closes,registration
can i see is the national exam period,exam
"so my question is regarding that's all i needed to know, goodbye for now",bye
what time is is the enrollment deadline,registration
give me info on the courses for accounting,courses
pls show tthe exam shift,exam
timing for is the winter weekend,holidays
"hey there, i am trying to find out thanks for the chat, i have to run to my next class",bye
is it true that where i can securely check my semester grades online through the student portal,results
directions to the freshman building,location
"my prof told me to check i am so glad i asked, thanks for the guidance",thanks
quick question: timing for is the enrollment period,registration
my friend asked me about how i can apply for postgraduate admission if i already have my bachelor's degree an di don't know the answer,admission
so my question is regarding why my final mark for data structures is showing up as missing on the system,results
how exactly do i handle when the continuous assessment period is supposed to start according to the routine,schedule
i need is the entrance exam deadline for,admission
i am looking for the main gate,location
plz print my grade,results
i need details on where i should go to report a broken window or plumbing issue in my dorm room as soon as possible,hostel
i am looking for information on just popping in to say hi and ask a quick thing,greeting
explain to me the quiz dates,exam
could you please tell me directions to the main gate,location
i need some urgent help with if i can easily change my assigned dept after i get conditionally admitted,admission
quick question: pls list all electives,courses
hey timing for is the exam,exam
i need some urgent help with if he university provides married student housing or couples dormitories,hostel
"hey bot, i need some quick advice about where the digtial librery is situated compared to the regular book store",location
could you shed some light on the physical p.o. box or zip code i should use if i want to mail a document to the admin,contacts
"greetings, plz tell me can you direct me to the clinic is",location
i would like to inquire: register online portal,registration
quit bot,bye
my prof told me to check where i need to take my bank slip to get financial clearance from the admin,fees
thanks bye assistant,bye
peace out bot,bye
i really need to understand what documents are absolutely required when applying for the campus bursary grant,scholarship
i need some urgent help with what i should do because i completely missed the late reg deadline,registration
gie me is the next break,holidays
please guide me on the easiest way to navigate to the student clinic if i am coming from the dorms,location
could you please clarify the process for filing a formal grade appeal if i think my professor made a mistake,results
what is days of the week do we have the engineering tutorial,schedule
im a freshman and i really need to know when my software engineering lecture is supposed to happen tomorrow,schedule
i'm a bit stuck trying to understand what the cut off mark or passing point is for the national entrance exam this year,admission
"greetinsg, can i see phd majors are available",courses
"could you please clarify hey bot, hope you're having a good day",greeting
